Date,Close
6/11/2014 16:00:00,501.84
6/12/2014 16:00:00,500.45
6/13/2014 16:00:00,502.17
6/16/2014 16:00:00,506.59
6/17/2014 16:00:00,505.02
6/18/2014 16:00:00,501.15
6/19/2014 16:00:00,509.43
6/20/2014 16:00:00,507.59
6/23/2014 16:00:00,513.9
6/24/2014 16:00:00,515.4
6/25/2014 16:00:00,518.08
6/26/2014 16:00:00,518.97
6/27/2014 16:00:00,520.99
6/30/2014 16:00:00,524.18
7/1/2014 16:00:00,526.68
7/2/2014 16:00:00,523.81
7/3/2014 16:00:00,519.3
7/7/2014 16:00:00,513.16
7/8/2014 16:00:00,511.02
7/9/2014 16:00:00,516.96
7/10/2014 16:00:00,514.47
7/11/2014 16:00:00,516.12
7/14/2014 16:00:00,515.44
7/15/2014 16:00:00,516.35
7/16/2014 16:00:00,520.94
7/17/2014 16:00:00,519.94
7/18/2014 16:00:00,520.9
7/21/2014 16:00:00,521.76
7/22/2014 16:00:00,525.29
7/23/2014 16:00:00,526.14
7/24/2014 16:00:00,524.73
7/25/2014 16:00:00,523.05
7/28/2014 16:00:00,522.77
7/29/2014 16:00:00,519.45
7/30/2014 16:00:00,512.75
7/31/2014 16:00:00,501.41
8/1/2014 16:00:00,496.81
8/4/2014 16:00:00,506.87
8/5/2014 16:00:00,496.65
8/6/2014 16:00:00,494.8
8/7/2014 16:00:00,495.81
8/8/2014 16:00:00,498.34
8/11/2014 16:00:00,516.6
8/12/2014 16:00:00,512.64
8/13/2014 16:00:00,517.76
8/14/2014 16:00:00,520.75
8/15/2014 16:00:00,524.8
8/18/2014 16:00:00,524.87
8/19/2014 16:00:00,527.12
8/20/2014 16:00:00,530.88
8/21/2014 16:00:00,530.09
8/22/2014 16:00:00,527.49
8/25/2014 16:00:00,531.04
8/26/2014 16:00:00,532.74
8/27/2014 16:00:00,535.55
8/28/2014 16:00:00,535.85
8/29/2014 16:00:00,539.85
9/2/2014 16:00:00,537.82
9/3/2014 16:00:00,537.06
9/4/2014 16:00:00,533.39
9/5/2014 16:00:00,535.7
9/8/2014 16:00:00,536.21
9/9/2014 16:00:00,537.7
9/10/2014 16:00:00,537.14
9/11/2014 16:00:00,535.84
9/12/2014 16:00:00,525.85
9/15/2014 16:00:00,523.56
9/16/2014 16:00:00,528.95
9/17/2014 16:00:00,531.12
9/18/2014 16:00:00,534.04
9/19/2014 16:00:00,537.39
9/22/2014 16:00:00,529.12
9/23/2014 16:00:00,523.43
9/24/2014 16:00:00,524.7
9/25/2014 16:00:00,520.32
9/26/2014 16:00:00,526.34
9/29/2014 16:00:00,528.72
9/30/2014 16:00:00,531.18
10/1/2014 16:00:00,524.03
10/2/2014 16:00:00,525.45
10/3/2014 16:00:00,524.22
10/6/2014 16:00:00,520.79
10/7/2014 16:00:00,515.51
10/8/2014 16:00:00,511.72
10/9/2014 16:00:00,495
10/10/2014 16:00:00,487.72
10/13/2014 16:00:00,463.34
10/14/2014 16:00:00,456.96
10/15/2014 16:00:00,475.39
10/16/2014 16:00:00,497.07
10/17/2014 16:00:00,497.36
10/20/2014 16:00:00,503.09
10/21/2014 16:00:00,510.27
10/22/2014 16:00:00,504.54
10/23/2014 16:00:00,511.28
10/24/2014 16:00:00,512.36
10/27/2014 16:00:00,509.24
10/28/2014 16:00:00,511.95
10/29/2014 16:00:00,509.7
10/30/2014 16:00:00,501.59
10/31/2014 16:00:00,502.58
11/3/2014 16:00:00,505.26
11/4/2014 16:00:00,492.92
11/5/2014 16:00:00,495.7
11/6/2014 16:00:00,495.09
11/7/2014 16:00:00,504.87
11/10/2014 16:00:00,500.95
11/11/2014 16:00:00,499.48
11/12/2014 16:00:00,500.12
11/13/2014 16:00:00,495.19
11/14/2014 16:00:00,501.75
11/17/2014 16:00:00,506.46
11/18/2014 16:00:00,510.01
11/19/2014 16:00:00,514.16
11/20/2014 16:00:00,518.65
11/21/2014 16:00:00,518.23
11/24/2014 16:00:00,511.1
11/25/2014 16:00:00,509.22
11/26/2014 16:00:00,514.07
11/28/2014 16:00:00,487.05
12/1/2014 16:00:00,465.64
12/2/2014 16:00:00,477.56
12/3/2014 16:00:00,486.34
12/4/2014 16:00:00,487.4
12/5/2014 16:00:00,479.71
12/8/2014 16:00:00,453.86
12/9/2014 16:00:00,459.47
12/10/2014 16:00:00,441.58
12/11/2014 16:00:00,441.08
12/12/2014 16:00:00,433.56
12/15/2014 16:00:00,420.82
12/16/2014 16:00:00,431.05
12/17/2014 16:00:00,451.43
12/18/2014 16:00:00,453.76
12/19/2014 16:00:00,453.42
12/22/2014 16:00:00,454.56
12/23/2014 16:00:00,459.76
12/24/2014 16:00:00,460.22
12/26/2014 16:00:00,459.32
12/29/2014 16:00:00,463.36
12/30/2014 16:00:00,464.02
12/31/2014 16:00:00,459.4
1/2/2015 16:00:00,469.7
1/5/2015 16:00:00,448.48
1/6/2015 16:00:00,440.43
1/7/2015 16:00:00,439.52
1/8/2015 16:00:00,445.45
1/9/2015 16:00:00,444.82
1/12/2015 16:00:00,427.9
1/13/2015 16:00:00,418.25
1/14/2015 16:00:00,421.73
1/15/2015 16:00:00,424.45
1/16/2015 16:00:00,438.56
1/20/2015 16:00:00,439.02
1/21/2015 16:00:00,451.08
1/22/2015 16:00:00,450.18
1/23/2015 16:00:00,451.6
1/26/2015 16:00:00,452.5
1/27/2015 16:00:00,450.74
1/28/2015 16:00:00,438.98
1/29/2015 16:00:00,440.08
1/30/2015 16:00:00,442.55
2/2/2015 16:00:00,449.01
2/3/2015 16:00:00,455.76
2/4/2015 16:00:00,449.71
2/5/2015 16:00:00,457.21
2/6/2015 16:00:00,455.63
2/9/2015 16:00:00,449.87
2/10/2015 16:00:00,449.31
2/11/2015 16:00:00,441.52
2/12/2015 16:00:00,447.51
2/13/2015 16:00:00,451.4
2/17/2015 16:00:00,452.87
2/18/2015 16:00:00,450.18
2/19/2015 16:00:00,448.89
2/20/2015 16:00:00,454.6
2/23/2015 16:00:00,448.85
2/24/2015 16:00:00,448.77
2/25/2015 16:00:00,453.27
2/26/2015 16:00:00,443.73
2/27/2015 16:00:00,448.02
3/2/2015 16:00:00,441.34
3/3/2015 16:00:00,445.24
3/4/2015 16:00:00,442.84
3/5/2015 16:00:00,444.35
3/6/2015 16:00:00,436.72
3/9/2015 16:00:00,429.46
3/10/2015 16:00:00,429.76
3/11/2015 16:00:00,422.44
3/12/2015 16:00:00,420.34
3/13/2015 16:00:00,417.84
3/16/2015 16:00:00,415.94
3/17/2015 16:00:00,417.08
3/18/2015 16:00:00,426.41
3/19/2015 16:00:00,422.75
3/20/2015 16:00:00,424.77
3/23/2015 16:00:00,432.6
3/24/2015 16:00:00,426.62
3/25/2015 16:00:00,427.97
3/26/2015 16:00:00,428.21
3/27/2015 16:00:00,426.14
3/30/2015 16:00:00,430.49
3/31/2015 16:00:00,428.9
4/1/2015 16:00:00,428.32
4/2/2015 16:00:00,430.54
4/6/2015 16:00:00,432.77
4/7/2015 16:00:00,434.89
4/8/2015 16:00:00,434.08
4/9/2015 16:00:00,435.31
4/10/2015 16:00:00,438.18
4/13/2015 16:00:00,436.41
4/14/2015 16:00:00,440.32
4/15/2015 16:00:00,444.98
4/16/2015 16:00:00,446.7
4/17/2015 16:00:00,443.01
4/20/2015 16:00:00,444.64
4/21/2015 16:00:00,442.85
4/22/2015 16:00:00,442.05
4/23/2015 16:00:00,446.05
4/24/2015 16:00:00,448.04
4/27/2015 16:00:00,446.83
4/28/2015 16:00:00,445.7
4/29/2015 16:00:00,449.66
4/30/2015 16:00:00,452.65
5/1/2015 16:00:00,453.65
5/4/2015 16:00:00,451.01
5/5/2015 16:00:00,451.51
5/6/2015 16:00:00,444.41
5/7/2015 16:00:00,436.68
5/8/2015 16:00:00,439.81
5/11/2015 16:00:00,435.96
5/12/2015 16:00:00,438.33
5/13/2015 16:00:00,443.63
5/14/2015 16:00:00,446.43
5/15/2015 16:00:00,445.39
5/18/2015 16:00:00,448.02
5/19/2015 16:00:00,445.19
5/20/2015 16:00:00,442.77
5/21/2015 16:00:00,443.75
5/22/2015 16:00:00,445.04
5/26/2015 16:00:00,439.6
5/27/2015 16:00:00,439.76
5/28/2015 16:00:00,434.58
5/29/2015 16:00:00,432.88
6/1/2015 16:00:00,431.41
6/2/2015 16:00:00,433.7
6/3/2015 16:00:00,426.3
6/4/2015 16:00:00,418.73
6/5/2015 16:00:00,421.88
6/8/2015 16:00:00,418.85
6/9/2015 16:00:00,418.83
6/10/2015 16:00:00,417.84
6/11/2015 16:00:00,417.37
6/12/2015 16:00:00,416.58
6/15/2015 16:00:00,421.92
6/16/2015 16:00:00,421.18
6/17/2015 16:00:00,420.97
6/18/2015 16:00:00,421.03
6/19/2015 16:00:00,414.39
6/22/2015 16:00:00,415.49
6/23/2015 16:00:00,415.6
6/24/2015 16:00:00,414.76
6/25/2015 16:00:00,409.47
6/26/2015 16:00:00,406.72
6/29/2015 16:00:00,399.81
6/30/2015 16:00:00,396.93
7/1/2015 16:00:00,391.18
7/2/2015 16:00:00,396.99
7/6/2015 16:00:00,392.88
7/7/2015 16:00:00,402.06
7/8/2015 16:00:00,393.59
7/9/2015 16:00:00,394.87
7/10/2015 16:00:00,400.27
7/13/2015 16:00:00,403.56
7/14/2015 16:00:00,407.18
7/15/2015 16:00:00,399.57
7/16/2015 16:00:00,394.68
7/17/2015 16:00:00,389.45
7/20/2015 16:00:00,380.16
7/21/2015 16:00:00,378.72
7/22/2015 16:00:00,368.91
7/23/2015 16:00:00,368.74
7/24/2015 16:00:00,371.69
7/27/2015 16:00:00,375.82
7/28/2015 16:00:00,385.28
7/29/2015 16:00:00,391.86
7/30/2015 16:00:00,385.85
7/31/2015 16:00:00,381.19
8/3/2015 16:00:00,372.11
8/4/2015 16:00:00,366.6
8/5/2015 16:00:00,346.7
8/6/2015 16:00:00,343.83
8/7/2015 16:00:00,344.14
8/10/2015 16:00:00,355.83
8/11/2015 16:00:00,354.43
8/12/2015 16:00:00,364.1
8/13/2015 16:00:00,358.73
8/14/2015 16:00:00,361.83
8/17/2015 16:00:00,366.97
8/18/2015 16:00:00,364.75
8/19/2015 16:00:00,358.51
8/20/2015 16:00:00,351.59
8/21/2015 16:00:00,343.12
8/24/2015 16:00:00,330.03
8/25/2015 16:00:00,333.23
8/26/2015 16:00:00,340.06
8/27/2015 16:00:00,355.04
8/28/2015 16:00:00,360.55
8/31/2015 16:00:00,358.75
9/1/2015 16:00:00,350.73
9/2/2015 16:00:00,353.52
9/3/2015 16:00:00,353.36
9/4/2015 16:00:00,350.71
9/8/2015 16:00:00,350.98
9/9/2015 16:00:00,345.67
9/10/2015 16:00:00,345.23
9/11/2015 16:00:00,335.71
9/14/2015 16:00:00,332.49
9/15/2015 16:00:00,331.74
9/16/2015 16:00:00,334.9
9/17/2015 16:00:00,337.7
9/18/2015 16:00:00,334.33
9/21/2015 16:00:00,337.53
9/22/2015 16:00:00,331.19
9/23/2015 16:00:00,318.91
9/24/2015 16:00:00,315.78
9/25/2015 16:00:00,314.5
9/28/2015 16:00:00,296.51
9/29/2015 16:00:00,279.26
9/30/2015 16:00:00,303.82
10/1/2015 16:00:00,315.82
10/2/2015 16:00:00,326.79
10/5/2015 16:00:00,338.25
10/6/2015 16:00:00,336.18
10/7/2015 16:00:00,342.11
10/8/2015 16:00:00,345.5
10/9/2015 16:00:00,346.56
10/12/2015 16:00:00,340.97
10/13/2015 16:00:00,335.41
10/14/2015 16:00:00,336.63
10/15/2015 16:00:00,342.12
10/16/2015 16:00:00,344.76
10/19/2015 16:00:00,339.67
10/20/2015 16:00:00,339.24
10/21/2015 16:00:00,332.84
10/22/2015 16:00:00,325.43
10/23/2015 16:00:00,323.76
10/26/2015 16:00:00,316.8
10/27/2015 16:00:00,310.97
10/28/2015 16:00:00,321.43
10/29/2015 16:00:00,327.67
10/30/2015 16:00:00,329.97
11/2/2015 16:00:00,333.7
11/3/2015 16:00:00,343.29
11/4/2015 16:00:00,332.44
11/5/2015 16:00:00,328.64
11/6/2015 16:00:00,323.46
11/9/2015 16:00:00,319.78
11/10/2015 16:00:00,319.32
11/11/2015 16:00:00,313.72
11/12/2015 16:00:00,304.39
11/13/2015 16:00:00,305.09
11/16/2015 16:00:00,315.96
11/17/2015 16:00:00,311.52
11/18/2015 16:00:00,313.43
11/19/2015 16:00:00,308.54
11/20/2015 16:00:00,300.59
11/23/2015 16:00:00,298.93
11/24/2015 16:00:00,302.98
11/25/2015 16:00:00,302.69
11/27/2015 16:00:00,301.03
11/30/2015 16:00:00,300.57
12/1/2015 16:00:00,295.81
12/2/2015 16:00:00,287.94
12/3/2015 16:00:00,277.94
12/4/2015 16:00:00,268.27
12/7/2015 16:00:00,251.61
12/8/2015 16:00:00,257.92
12/9/2015 16:00:00,277.42
12/10/2015 16:00:00,270.09
12/11/2015 16:00:00,254.15
12/14/2015 16:00:00,247.01
12/15/2015 16:00:00,250.53
12/16/2015 16:00:00,260.62
12/17/2015 16:00:00,252.23
12/18/2015 16:00:00,254.67
12/21/2015 16:00:00,263.64
12/22/2015 16:00:00,274.93
12/23/2015 16:00:00,290.39
12/24/2015 16:00:00,289.77
12/28/2015 16:00:00,283.64
12/29/2015 16:00:00,281.76
12/30/2015 16:00:00,279.03
12/31/2015 16:00:00,289.76
1/4/2016 16:00:00,294.39
1/5/2016 16:00:00,293.05
1/6/2016 16:00:00,278.32
1/7/2016 16:00:00,264.87
1/8/2016 16:00:00,267.49
1/11/2016 16:00:00,254.55
1/12/2016 16:00:00,254.04
1/13/2016 16:00:00,238.86
1/14/2016 16:00:00,252.62
1/15/2016 16:00:00,241.09
1/19/2016 16:00:00,227.63
1/20/2016 16:00:00,213.33
1/21/2016 16:00:00,224.09
1/22/2016 16:00:00,242.94
1/25/2016 16:00:00,236.29
1/26/2016 16:00:00,245.35
1/27/2016 16:00:00,242.53
1/28/2016 16:00:00,252.95
1/29/2016 16:00:00,254.91
2/1/2016 16:00:00,251.03
2/2/2016 16:00:00,245.57
2/3/2016 16:00:00,244.14
2/4/2016 16:00:00,247.74
2/5/2016 16:00:00,240.2
2/8/2016 16:00:00,220.03
2/9/2016 16:00:00,211.97
2/10/2016 16:00:00,213.32
2/11/2016 16:00:00,203.36
2/12/2016 16:00:00,215.4
2/16/2016 16:00:00,229.14
2/17/2016 16:00:00,241.24
2/18/2016 16:00:00,242.68
2/19/2016 16:00:00,237.79
2/22/2016 16:00:00,249.92
2/23/2016 16:00:00,241.22
2/24/2016 16:00:00,246.27
2/25/2016 16:00:00,244.19
2/26/2016 16:00:00,246.71
2/29/2016 16:00:00,250.12
3/1/2016 16:00:00,250.26
3/2/2016 16:00:00,258.59
3/3/2016 16:00:00,265.12
3/4/2016 16:00:00,264.5
3/7/2016 16:00:00,273.47
3/8/2016 16:00:00,256.83
3/9/2016 16:00:00,258.87
3/10/2016 16:00:00,256.5
3/11/2016 16:00:00,261.88
3/14/2016 16:00:00,261.12
3/15/2016 16:00:00,258.57
3/16/2016 16:00:00,269.62
3/17/2016 16:00:00,275.51
3/18/2016 16:00:00,274.33
3/21/2016 16:00:00,268.2
3/22/2016 16:00:00,272.02
3/23/2016 16:00:00,262.56
3/24/2016 16:00:00,261.86
3/28/2016 16:00:00,259.07
3/29/2016 16:00:00,260.81
3/30/2016 16:00:00,265.98
3/31/2016 16:00:00,270.88
4/1/2016 16:00:00,263.47
4/4/2016 16:00:00,259.01
4/5/2016 16:00:00,255.78
4/6/2016 16:00:00,262.35
4/7/2016 16:00:00,262.72
4/8/2016 16:00:00,268.4
4/11/2016 16:00:00,268.89
4/12/2016 16:00:00,278.36
4/13/2016 16:00:00,278.45
4/14/2016 16:00:00,276.54
4/15/2016 16:00:00,271.37
4/18/2016 16:00:00,279.38
4/19/2016 16:00:00,289.95
4/20/2016 16:00:00,295.25
4/21/2016 16:00:00,296.13
4/22/2016 16:00:00,299.84
4/25/2016 16:00:00,296.3
4/26/2016 16:00:00,295.68
4/27/2016 16:00:00,298.83
4/28/2016 16:00:00,294.26
4/29/2016 16:00:00,297.88
5/2/2016 16:00:00,294.11
5/3/2016 16:00:00,287.8
5/4/2016 16:00:00,287.69
5/5/2016 16:00:00,291.69
5/6/2016 16:00:00,291.39
5/9/2016 16:00:00,287.03
5/10/2016 16:00:00,287.91
5/11/2016 16:00:00,290.47
5/12/2016 16:00:00,294.03
5/13/2016 16:00:00,292.25
5/16/2016 16:00:00,299.99
5/17/2016 16:00:00,302.48
5/18/2016 16:00:00,295.78
5/19/2016 16:00:00,300.94
5/20/2016 16:00:00,305.02
5/23/2016 16:00:00,303.55
5/24/2016 16:00:00,301.21
5/25/2016 16:00:00,304.28
5/26/2016 16:00:00,301.25
5/27/2016 16:00:00,301.69
5/31/2016 16:00:00,302.56
6/1/2016 16:00:00,308.73
6/2/2016 16:00:00,310.71
6/3/2016 16:00:00,310.44
6/6/2016 16:00:00,316.99
6/7/2016 16:00:00,319.49
6/8/2016 16:00:00,317.65
6/9/2016 16:00:00,317.3
6/10/2016 16:00:00,309.89
6/13/2016 16:00:00,306.27
6/14/2016 16:00:00,303.24
6/15/2016 16:00:00,305.83
6/16/2016 16:00:00,306.25
6/17/2016 16:00:00,307.39
6/20/2016 16:00:00,310.61
6/21/2016 16:00:00,316.1
6/22/2016 16:00:00,316.12
6/23/2016 16:00:00,322.69
6/24/2016 16:00:00,312.01
6/27/2016 16:00:00,301.77
6/28/2016 16:00:00,312.3
6/29/2016 16:00:00,317.25
6/30/2016 16:00:00,318.03
7/1/2016 16:00:00,316.2
7/5/2016 16:00:00,313.61
7/6/2016 16:00:00,312.77
7/7/2016 16:00:00,312.28
7/8/2016 16:00:00,315.7
7/11/2016 16:00:00,314.79
7/12/2016 16:00:00,324.18
7/13/2016 16:00:00,320.39
7/14/2016 16:00:00,322.56
7/15/2016 16:00:00,321.05
7/18/2016 16:00:00,322.64
7/19/2016 16:00:00,321.75
7/20/2016 16:00:00,324.39
7/21/2016 16:00:00,322.34
7/22/2016 16:00:00,323.5
7/25/2016 16:00:00,320.61
7/26/2016 16:00:00,319.09
7/27/2016 16:00:00,314.62
7/28/2016 16:00:00,314.27
7/29/2016 16:00:00,317.18
8/1/2016 16:00:00,307.03
8/2/2016 16:00:00,307.38
8/3/2016 16:00:00,314.26
8/4/2016 16:00:00,311.82
8/5/2016 16:00:00,313.36
8/8/2016 16:00:00,317.14
8/9/2016 16:00:00,314.98
8/10/2016 16:00:00,311.15
8/11/2016 16:00:00,312.63
8/12/2016 16:00:00,315.02
8/15/2016 16:00:00,316.16
8/16/2016 16:00:00,316.27
8/17/2016 16:00:00,315.94
8/18/2016 16:00:00,318.76
8/19/2016 16:00:00,315.48
8/22/2016 16:00:00,312.28
8/23/2016 16:00:00,312.43
8/24/2016 16:00:00,310.31
8/25/2016 16:00:00,310.03
8/26/2016 16:00:00,310.92
8/29/2016 16:00:00,311.85
8/30/2016 16:00:00,310.87
8/31/2016 16:00:00,309.96
9/1/2016 16:00:00,310.1
9/2/2016 16:00:00,313.76
9/6/2016 16:00:00,316.36
9/7/2016 16:00:00,316.66
9/8/2016 16:00:00,318.32
9/9/2016 16:00:00,310.47
9/12/2016 16:00:00,310
9/13/2016 16:00:00,299.56
9/14/2016 16:00:00,299.71
9/15/2016 16:00:00,298.48
9/16/2016 16:00:00,299.25
9/19/2016 16:00:00,303.62
9/20/2016 16:00:00,301.93
9/21/2016 16:00:00,309.64
9/22/2016 16:00:00,314.7
9/23/2016 16:00:00,312.77
9/26/2016 16:00:00,312.08
9/27/2016 16:00:00,309.05
9/28/2016 16:00:00,315.7
9/29/2016 16:00:00,313.8
9/30/2016 16:00:00,315.64
10/3/2016 16:00:00,312.69
10/4/2016 16:00:00,307.92
10/5/2016 16:00:00,310.63
10/6/2016 16:00:00,308.16
10/7/2016 16:00:00,307.8
10/10/2016 16:00:00,313.54
10/11/2016 16:00:00,311.63
10/12/2016 16:00:00,311.1
10/13/2016 16:00:00,310.82
10/14/2016 16:00:00,309.58
10/17/2016 16:00:00,309.83
10/18/2016 16:00:00,313.05
10/19/2016 16:00:00,315.33
10/20/2016 16:00:00,314.99
10/21/2016 16:00:00,313.82
10/24/2016 16:00:00,313.94
10/25/2016 16:00:00,309.03
10/26/2016 16:00:00,309.43
10/27/2016 16:00:00,306.08
10/28/2016 16:00:00,302.65
10/31/2016 16:00:00,299.19
11/1/2016 16:00:00,295.74
11/2/2016 16:00:00,292.28
11/3/2016 16:00:00,288.94
11/4/2016 16:00:00,286.01
11/7/2016 16:00:00,288.49
11/8/2016 16:00:00,288.32
11/9/2016 16:00:00,296.66
11/10/2016 16:00:00,299.59
11/11/2016 16:00:00,295.9
11/14/2016 16:00:00,299.05
11/15/2016 16:00:00,303.29
11/16/2016 16:00:00,298.19
11/17/2016 16:00:00,299.35
11/18/2016 16:00:00,302.11
11/21/2016 16:00:00,304.54
11/22/2016 16:00:00,302.66
11/23/2016 16:00:00,303.71
11/25/2016 16:00:00,302.02
11/28/2016 16:00:00,295.19
11/29/2016 16:00:00,292.32
11/30/2016 16:00:00,302.82
12/1/2016 16:00:00,296.7
12/2/2016 16:00:00,298.35
12/5/2016 16:00:00,298.15
12/6/2016 16:00:00,297.42
12/7/2016 16:00:00,299.37
12/8/2016 16:00:00,301.77
12/9/2016 16:00:00,301.54
12/12/2016 16:00:00,301.33
12/13/2016 16:00:00,303.86
12/14/2016 16:00:00,298.33
12/15/2016 16:00:00,301.86
12/16/2016 16:00:00,305.23
12/19/2016 16:00:00,305.63
12/20/2016 16:00:00,307.44
12/21/2016 16:00:00,311.86
12/22/2016 16:00:00,315.55
12/23/2016 16:00:00,317.25
12/27/2016 16:00:00,317.54
12/28/2016 16:00:00,315.52
12/29/2016 16:00:00,314.79
12/30/2016 16:00:00,316.1
1/3/2017 16:00:00,318.03
1/4/2017 16:00:00,319.83
1/5/2017 16:00:00,322.04
1/6/2017 16:00:00,324.01
1/9/2017 16:00:00,320.69
1/10/2017 16:00:00,315.64
1/11/2017 16:00:00,319.76
1/12/2017 16:00:00,318.5
1/13/2017 16:00:00,319.84
1/17/2017 16:00:00,322.43
1/18/2017 16:00:00,320.35
1/19/2017 16:00:00,319.01
1/20/2017 16:00:00,320.09
1/23/2017 16:00:00,320.41
1/24/2017 16:00:00,327.71
1/25/2017 16:00:00,334.59
1/26/2017 16:00:00,339.45
1/27/2017 16:00:00,336
1/30/2017 16:00:00,328.44
1/31/2017 16:00:00,329.53
2/1/2017 16:00:00,333.55
2/2/2017 16:00:00,334.77
2/3/2017 16:00:00,335.98
2/6/2017 16:00:00,334.74
2/7/2017 16:00:00,333.62
2/8/2017 16:00:00,332.64
2/9/2017 16:00:00,334.03
2/10/2017 16:00:00,334.51
2/13/2017 16:00:00,334.98
2/14/2017 16:00:00,337.64
2/15/2017 16:00:00,337.93
2/16/2017 16:00:00,334.77
2/17/2017 16:00:00,334.44
2/21/2017 16:00:00,335.75
2/22/2017 16:00:00,330.84
2/23/2017 16:00:00,330.16
2/24/2017 16:00:00,326.42
2/27/2017 16:00:00,325.32
2/28/2017 16:00:00,327.36
3/1/2017 16:00:00,330.93
3/2/2017 16:00:00,330.5
3/3/2017 16:00:00,330.06
3/6/2017 16:00:00,330.38
3/7/2017 16:00:00,329.31
3/8/2017 16:00:00,322.9
3/9/2017 16:00:00,320.27
3/10/2017 16:00:00,320.21
3/13/2017 16:00:00,320.78
3/14/2017 16:00:00,316.81
3/15/2017 16:00:00,320.79
3/16/2017 16:00:00,320.23
3/17/2017 16:00:00,317.25
3/20/2017 16:00:00,317.49
3/21/2017 16:00:00,314.51
3/22/2017 16:00:00,313.75
3/23/2017 16:00:00,314.74
3/24/2017 16:00:00,316.34
3/27/2017 16:00:00,314.17
3/28/2017 16:00:00,315.28
3/29/2017 16:00:00,319.29
3/30/2017 16:00:00,318.77
3/31/2017 16:00:00,323.12
4/3/2017 16:00:00,323.18
4/4/2017 16:00:00,324.47
4/5/2017 16:00:00,322.68
4/6/2017 16:00:00,326.6
4/7/2017 16:00:00,325.57
